1023022,306,9,25,2,9,MOTA KANGHASAR,34,4
1019010,292,10,26,1,4,LAKHCHOKIYA,29.2,4
1019030,290,6,35,2,10,LAKHCHOKIYA,48.33333333,4
1019006,267,6,35,2,0,LAKHCHOKIYA,44.5,4
2008008,264,6,35,2,4,DHAMRASLA,44,4
1019004,228,6,35,2,0,LAKHCHOKIYA,38,4
1027013,222,18,28,2,9,NANI MORSAL,12.33333333,4
1039009,219,6,45,2,5,TRAMBODA,36.5,4
2007001,210,14,45,1,5,DHAJALA,15,4
1022009,202,1,30,2,0,MOKASAR,202,4
1010010,198,6,28,2,7,HIRASAR,33,4
1031010,192,6,36,1,16,PIPLIYA (DHORA),32,4
2007013,190,10,28.5,1,7,DHAJALA,19,4
2009002,189,7,31,1,1,DHANDHALPUR,27,4
1002027,186,2,58,2,1,BAMANBOR,93,4
1032009,186,6,42,2,0,RAJAVAD,31,4
1027036,179,1,30,1,4,NANI MORSAL,179,4
1005038,174,3,35,2,0,BHIMORA,58,4
1030018,174,10,45,2,0,PANCHAVADA,17.4,4
1037003,169,4,39,1,0,SURAI,42.25,4
1001019,159,3,27,2,4,AKALA,53,4
1004024,156,4,27,1,10,BHETSUDA,39,4
1027033,156,6,40,2,0,NANI MORSAL,26,4
1006026,153,9,35,1,0,CHIRODA,17,4
1010018,152,2,48,1,0,HIRASAR,76,4
1034027,146,6,22,1,10,SANOSARA,24.33333333,4
1031020,138,3,61,1,4,PIPLIYA (DHORA),46,4
1022003,125,4,52,2,0,MOKASAR,31.25,4
1038013,124,4,28,2,6,TAJPAR,31,4
1002032,120,9,40,2,0,BAMANBOR,13.33333333,4
1006032,106,2,60,2,0,CHIRODA,53,4
1037016,105,6,42.5,1,0,SURAI,17.5,4
1010015,102,2,27,2,2,HIRASAR,51,4
1004020,100,2,25,1,16,BHETSUDA,50,4
2003018,99,3,35,2,2,BHADUKA,33,4
1031024,90,5,50,1,0,PIPLIYA (DHORA),18,4
1034029,88,3,29,1,4,SANOSARA,29.33333333,4
2003021,87,6,30,1,2,BHADUKA,14.5,4
1005022,78,3,21,2,8,BHIMORA,26,4
